Label,Preds
[[149.43492     7.7208586 148.82304    28.617064   30.384922   15.07509  ]],[[153.43849     7.0441675 153.01744    29.645105   32.288486   16.667068 ]]
[[149.39687    7.805662 148.76253   28.121695  30.126131  15.213048]],[[153.24748     7.1067705 152.82138    29.090021   31.831839   17.077538 ]]
[[149.36351     7.8873754 148.70767    27.626863   29.878256   15.356473 ]],[[152.99121     7.1660113 152.55997    28.57251    31.402122   17.482471 ]]
[[149.33131     7.9658723 148.65488    27.134428   29.638725   15.501334 ]],[[152.6713     7.210944 152.23584   28.111917  31.024982  17.901955]]
[[149.29292    8.043034 148.59557   26.650389  29.409288  15.654067]],[[152.37285     7.2693906 151.92862    27.74199    30.698292   18.309998 ]]
[[149.25354    8.117499 148.53609   26.17128   29.188925  15.812503]],[[152.12935     7.3026886 151.67767    27.704536   30.613811   18.709215 ]]
[[149.21028    8.191339 148.47299   25.695644  28.982244  15.967104]],[[152.17696    7.314852 151.71832   28.026398  30.772282  18.897808]]
[[149.16528    8.262288 148.40878   25.223236  28.784424  16.124722]],[[152.36745    7.372579 151.89194   27.97612   30.84167   18.660408]]
[[149.12042    8.327711 148.34624   24.756445  28.595743  16.284771]],[[152.52568    7.452543 152.03      27.544592  30.780174  18.252949]]
[[149.07684    8.387113 148.28622   24.296692  28.418066  16.439474]],[[152.65315    7.563615 152.1341    26.868685  30.578453  17.976421]]
[[149.03487    8.440497 148.22922   23.844645  28.247858  16.597286]],[[152.68468     7.7048993 152.1384     25.977583   30.176981   17.725971 ]]
[[148.99176    8.490082 148.17195   23.397009  28.088907  16.752739]],[[152.70967    7.84051  152.13046   25.372011  29.971792  17.587809]]
[[148.94604    8.540735 148.11252   22.956314  27.939486  16.91817 ]],[[152.64278    7.909327 152.04129   25.135303  30.003132  17.736513]]
[[148.89919    8.586297 148.05388   22.527132  27.802425  17.08243 ]],[[152.5077     7.933887 151.9001    24.922783  29.853838  17.925198]]
[[148.84436    8.635644 147.9864    22.112497  27.679657  17.260183]],[[152.39917     7.9011617 151.81364    24.58371    29.304596   18.017189 ]]
[[148.79196    8.682504 147.92317   21.702963  27.558374  17.436113]],[[152.20595    7.878594 151.64291   24.066029  28.712341  18.22836 ]]
[[148.73497    8.732688 147.85774   21.296757  27.436945  17.618284]],[[152.06447     7.7250223 151.55042    23.923275   28.469448   18.408745 ]]
[[148.67816    8.781102 147.79088   20.905163  27.332844  17.81342 ]],[[151.9365      7.5721345 151.47543    23.48053    28.067337   18.764389 ]]
[[148.62733    8.823146 147.73224   20.52398   27.230356  18.006857]],[[151.79216     7.4556828 151.3762     23.034582   27.46572    19.072979 ]]
[[148.57962    8.858899 147.67848   20.155031  27.136703  18.19685 ]],[[151.84174    7.484524 151.41754   22.424023  27.087074  19.188108]]
[[148.54807    8.880699 147.6441    19.799995  27.045982  18.385283]],[[151.9017      7.5688577 151.45677    21.59438    26.662813   19.361576 ]]
[[148.51141    8.908217 147.60318   19.459406  26.967548  18.585442]],[[151.92628     7.6351132 151.46434    20.783512   26.2639     19.535599 ]]
[[148.47026    8.940908 147.55676   19.130499  26.901196  18.79637 ]],[[151.88507    7.785675 151.3871    19.924358  26.074446  19.863914]]
[[148.42697     8.9724245 147.50818    18.82049    26.844244   19.009758 ]],[[151.79964     7.9709034 151.25386    19.154976   26.048008   20.284124 ]]
[[148.38641    9.004894 147.46321   18.513603  26.793407  19.229706]],[[151.69855    8.126167 151.10951   18.512867  26.055237  20.661856]]
[[148.34538    9.037246 147.41823   18.21889   26.752157  19.44163 ]],[[151.59944     8.2388315 150.97787    18.001244   26.066584   20.96341  ]]
[[148.31177    9.067461 147.38037   17.933569  26.718077  19.655521]],[[151.50749    8.326263 150.8604    17.56263   26.078012  21.214012]]
[[148.27745    9.096321 147.3421    17.668306  26.692     19.871063]],[[151.43231    8.399855 150.76353   17.17325   26.097912  21.437717]]
[[148.23894    9.13252  147.29811   17.414999  26.6788    20.09745 ]],[[151.3812     8.471863 150.69147   16.81193   26.123383  21.651546]]
[[148.20975    9.16393  147.26439   17.173267  26.668316  20.31987 ]],[[151.34286     8.5357895 150.63452    16.49575    26.15298    21.84242  ]]
[[148.18236    9.198185 147.23181   16.942282  26.665716  20.544268]],[[151.3134      8.5929165 150.58841    16.215158   26.184956   22.013649 ]]
[[148.16302    9.231808 147.2067    16.716385  26.669966  20.765802]],[[151.28749    8.642419 150.54791   15.968328  26.217825  22.165592]]
[[148.14436    9.265038 147.18173   16.504156  26.680027  20.983152]],[[151.26309    8.686178 150.5105    15.745731  26.25147   22.302853]]
[[148.12338    9.298448 147.15434   16.303383  26.694292  21.20106 ]],[[151.23982    8.725485 150.47542   15.541934  26.285782  22.428833]]
[[148.09271    9.340541 147.11555   16.104225  26.719582  21.421371]],[[151.21696    8.760967 150.4418    15.354808  26.32073   22.544674]]
[[148.06895     9.382101  147.08347    15.9117565  26.74648    21.632538 ]],[[151.19432    8.793835 150.40909   15.179176  26.35579   22.65292 ]]
[[148.04726    9.423394 147.0535    15.72695   26.774942  21.84371 ]],[[151.17189    8.824976 150.37708   15.010685  26.3906    22.755867]]
[[148.02303    9.461986 147.02127   15.552835  26.801638  22.050385]],[[151.14821    8.858259 150.34344   14.847358  26.43046   22.858633]]
[[147.99858    9.49532  146.99028   15.380318  26.823496  22.244017]],[[151.117      8.909612 150.29865   14.682137  26.497204  22.97916 ]]
[[147.97285    9.530954 146.95795   15.218238  26.849298  22.43488 ]],[[151.08606     8.9598255 150.25444    14.522407   26.563786   23.095737 ]]
[[147.95203    9.565549 146.93065   15.053354  26.870995  22.620321]],[[151.0554     9.009065 150.21078   14.36704   26.629925  23.208965]]
[[147.93207    9.599849 146.90372   14.891391  26.894823  22.79814 ]],[[151.02473    9.056236 150.16762   14.217382  26.694962  23.3181  ]]
[[147.90933     9.6301565 146.87466    14.735067   26.914433   22.965189 ]],[[150.99405    9.101693 150.12485   14.072533  26.759323  23.424047]]
[[147.89099    9.655061 146.85097   14.583369  26.930367  23.122902]],[[150.96474    9.145241 150.08395   13.933019  26.822165  23.52615 ]]
[[147.87485     9.6782675 146.83018    14.423581   26.938932   23.273937 ]],[[150.93753    9.18659  150.04568   13.800178  26.882622  23.623302]]
[[147.86098    9.697448 146.813     14.259589  26.939283  23.409771]],[[150.91292    9.225343 150.01073   13.676462  26.940037  23.714241]]
[[147.84882    9.7138   146.79816   14.090223  26.93277   23.534573]],[[150.89056    9.260497 149.97896   13.563166  26.99376   23.797821]]
[[147.83368    9.734914 146.7794    13.917523  26.923138  23.65534 ]],[[150.87035    9.292461 149.95016   13.459615  27.044106  23.874609]]
[[147.81328    9.755557 146.75502   13.743493  26.91003   23.76418 ]],[[150.85213    9.321582 149.9241    13.365152  27.091103  23.94522 ]]
[[147.7909     9.774325 146.72931   13.571752  26.890121  23.862389]],[[150.83534    9.347566 149.90027   13.281864  27.134434  24.00827 ]]
[[147.76799    9.793048 146.70354   13.399892  26.865997  23.951448]],[[150.82007    9.370377 149.87885   13.209366  27.173683  24.063652]]
[[147.74529    9.809353 146.6786    13.224293  26.835878  24.0254  ]],[[150.80687    9.389787 149.86038   13.145704  27.20814   24.111786]]
[[147.73843    9.818817 146.67134   13.050514  26.79298   24.083548]],[[150.7954     9.40604  149.84451   13.091046  27.23793   24.15274 ]]
[[147.73007    9.825151 146.66344   12.875297  26.740374  24.126308]],[[150.78534    9.419418 149.83087   13.046073  27.263565  24.186512]]
[[147.72191    9.832686 146.65503   12.699264  26.685432  24.161259]],[[150.7766     9.429773 149.81937   13.012708  27.285036  24.212015]]
[[147.71371    9.84536  146.64648   12.521404  26.626669  24.191515]],[[150.76869    9.436821 149.80963   12.991813  27.3023    24.228642]]
[[147.71143    9.857657 146.64352   12.343636  26.562872  24.214972]],[[150.76219    9.440035 149.80232   12.982589  27.314835  24.236586]]
[[147.71216    9.86682  146.6447    12.166951  26.491894  24.227123]],[[150.75673    9.440266 149.79684   12.984381  27.323591  24.23666 ]]
[[147.71349    9.875241 146.64662   11.99536   26.418182  24.231705]],[[150.75307    9.437748 149.79395   12.99737   27.32806   24.22802 ]]
[[147.71089    9.886674 146.64436   11.826979  26.341372  24.22912 ]],[[150.75226     9.433045  149.79468    13.0191555  27.328753   24.211443 ]]
[[147.7044     9.899504 146.6376    11.666652  26.266499  24.223986]],[[150.75447    9.427967 149.7987    13.045205  27.328281  24.190292]]
[[147.6951     9.912899 146.62822   11.513738  26.191135  24.214548]],[[150.7599     9.421513 149.8066    13.078677  27.325327  24.162567]]
[[147.68504    9.929366 146.6174    11.372419  26.118643  24.204039]],[[150.76494    9.415594 149.81427   13.115908  27.322182  24.129353]]
[[147.67679    9.9436   146.60893   11.241404  26.047878  24.19019 ]],[[150.7694     9.410906 149.82156   13.155867  27.31793   24.089157]]
[[147.66856    9.957004 146.59985   11.118762  25.976759  24.173105]],[[150.7729     9.411377 149.82724   13.187868  27.312803  24.045727]]
[[147.6629     9.969566 146.59396   11.006964  25.90457   24.152874]],[[150.77817    9.418125 149.83383   13.2062    27.305002  24.00195 ]]
[[147.65617    9.984319 146.58713   10.902518  25.83683   24.134998]],[[150.78438    9.437405 149.83911   13.194334  27.295883  23.966526]]
[[147.6562     9.997288 146.58742   10.805759  25.771324  24.116346]],[[150.79146    9.476682 149.84128   13.085247  27.278984  23.958912]]
[[147.65755   10.005751 146.5902    10.725948  25.706854  24.095863]],[[150.78938     9.53418   149.83078    12.8594475  27.248243   23.978527 ]]
[[147.65927   10.012005 146.594     10.65298   25.645844  24.075085]],[[150.75984    9.605417 149.79004   12.480743  27.201561  24.037857]]
[[147.66454   10.015745 146.60165   10.58725   25.588392  24.054554]],[[150.71237    9.695624 149.72346   11.907966  27.193222  24.21106 ]]
[[147.6608    10.030642 146.59738   10.530487  25.543976  24.043533]],[[150.6434     9.803345 149.6278    11.128584  27.20851   24.494055]]
[[147.65533   10.045304 146.5914    10.487076  25.505463  24.033026]],[[150.57124    9.827448 149.55075   10.163105  27.25927   24.94442 ]]
[[147.65132   10.056348 146.5878    10.45213   25.467632  24.020605]],[[150.6263     9.827141 149.61148    9.664076  27.220081  25.108673]]
[[147.64667   10.065148 146.585     10.41446   25.429401  24.005087]],[[150.74458    9.830579 149.7362     9.566488  27.008856  25.062523]]
[[147.64317   10.075835 146.58246   10.386037  25.397715  23.992273]],[[150.74263    9.845481 149.72908    9.563298  26.856205  25.053167]]
[[147.63991   10.085147 146.57942   10.369642  25.372074  23.980494]],[[150.63472    9.862029 149.61246    9.560305  26.699238  25.035938]]
[[147.63924   10.094952 146.57875   10.363453  25.353691  23.972311]],[[150.47685    9.835887 149.45224    9.637101  26.607939  25.06491 ]]
[[147.6408    10.106744 146.57953   10.358782  25.342419  23.96863 ]],[[150.34938    9.735972 149.33353    9.845952  26.685158  25.22548 ]]
[[147.64311   10.116255 146.58154   10.361383  25.332836  23.96514 ]],[[150.37364    9.562953 149.3839    10.079569  26.76628   25.373392]]
[[147.63849   10.133038 146.57498   10.369967  25.334705  23.970686]],[[150.5082     9.420145 149.54416   10.152625  26.823166  25.450966]]
[[147.63225   10.149164 146.56682   10.381667  25.340862  23.976986]],[[150.61476    9.298962 149.67426   10.167257  26.872791  25.522186]]
[[147.62193   10.163473 146.55495   10.402957  25.349655  23.982845]],[[150.69707    9.19515  149.77779   10.159487  26.965616  25.63699 ]]
[[147.61084   10.179368 146.54166   10.425629  25.363585  23.991957]],[[150.75026    9.096218 149.8524    10.151259  27.079477  25.77417 ]]
[[147.59933   10.192001 146.52919   10.446856  25.378145  23.999048]],[[150.7769     8.984086 149.9049    10.134002  27.148846  25.877249]]
[[147.59692   10.197696 146.52718   10.479469  25.388271  24.002878]],[[150.75572    8.859429 149.91339   10.127129  27.172632  25.94131 ]]
[[147.59499   10.200945 146.52603   10.514613  25.39989   24.00675 ]],[[150.69124    8.754888 149.87486   10.154302  27.14867   25.953075]]
[[147.59288   10.199958 146.52596   10.552348  25.409683  24.007109]],[[150.59679    8.658124 149.80548   10.228285  27.090744  25.929913]]
[[147.59181   10.198802 146.5269    10.582731  25.420044  24.006456]],[[150.54608    8.551567 149.78795   10.269716  26.933552  25.819832]]
[[147.5912    10.197479 146.52855   10.613896  25.433043  24.00716 ]],[[150.49257    8.442181 149.77016   10.350534  26.69063   25.628094]]
[[147.59018    10.192706  146.52934    10.6422205  25.445528   24.004107 ]],[[150.44981    8.337133 149.75995   10.486086  26.428793  25.389753]]
[[147.58853   10.185965 146.52994   10.66973   25.458717  23.999777]],[[150.4834     8.265201 149.80774   10.645751  26.343773  24.993406]]
[[147.58875   10.177348 146.53311   10.697326  25.471869  23.995314]],[[150.54756    8.200464 149.88428   10.955875  26.363277  24.486046]]
[[147.58969   10.168832 146.53703   10.717755  25.48428   23.989288]],[[150.57922    8.173158 149.92052   11.177848  26.377752  24.042652]]
[[147.58946    10.1630535 146.53923    10.728617   25.497438   23.982838 ]],[[150.59894    8.168409 149.94016   11.380035  26.343887  23.600796]]
[[147.58524   10.156217 146.53716   10.737695  25.510118  23.973145]],[[150.60887    8.209143 149.93907   11.554983  26.354168  23.276556]]
[[147.57841    10.1514845 146.53212    10.746021   25.525734   23.965256 ]],[[150.63939    8.274683 149.94923   11.712519  26.378277  23.033493]]
[[147.57439   10.147965 146.52907   10.754841  25.542841  23.959412]],[[150.70122    8.379009 149.97495   11.947445  26.385845  22.838049]]
[[147.57283   10.145287 146.5285    10.762227  25.560095  23.95399 ]],[[150.80272    8.550356 150.02429   12.231249  26.340534  22.620838]]
[[147.5731    10.139628 146.53014   10.769555  25.574139  23.94656 ]],[[150.97285    8.78975  150.12979   12.388863  26.357702  22.3928  ]]
[[147.57538   10.135357 146.5336    10.770716  25.588243  23.938835]],[[151.17456    8.943412 150.29701   12.363988  26.401096  22.378233]]
[[147.5777    10.128164 146.53777   10.770323  25.598818  23.927404]],[[151.32799    9.026665 150.43524   12.277729  26.447708  22.457188]]
[[147.58437   10.11977  146.54666   10.774071  25.605947  23.914467]],[[151.43004    9.086929 150.52734   12.168347  26.481094  22.53547 ]]
[[147.58101   10.116482 146.54405   10.775714  25.616829  23.904192]],[[151.505      9.112823 150.60066   12.051268  26.489265  22.607204]]
[[147.57964   10.116581 146.54219   10.778402  25.631517  23.898735]],[[151.5642     9.120899 150.6631    11.912313  26.464756  22.67394 ]]
[[147.57799   10.115867 146.54024   10.783106  25.644857  23.892654]],[[151.61803    9.119091 150.72336   11.742166  26.396555  22.7555  ]]
[[147.57552   10.113228 146.53773   10.787049  25.654999  23.884287]],[[151.67403    9.117375 150.78523   11.575577  26.32543   22.828033]]
[[147.56805   10.112351 146.53055   10.790387  25.665392  23.875982]],[[151.73907    9.117916 150.8552    11.414814  26.258131  22.894854]]
[[147.56007    10.1141205 146.52167    10.797378   25.677013   23.869486 ]],[[151.80214    9.127128 150.9202    11.214765  26.198105  22.972408]]
[[147.55293   10.117894 146.5133    10.804956  25.688816  23.864584]],[[151.86008    9.15078  150.97644   10.953494  26.13211   23.066303]]
[[147.54832    10.1236725 146.5063     10.816085   25.702606   23.86327  ]],[[151.96832    9.200548 151.0794    10.708571  25.901209  23.298056]]
[[147.5455    10.127214 146.50172   10.82856   25.712952  23.859705]],[[152.11311    9.29089  151.21588   10.563219  25.428553  23.824371]]
[[147.5414    10.13352  146.4953    10.839837  25.723497  23.858461]],[[152.44386    9.387177 151.52863   10.623537  25.399742  24.11637 ]]
